ID	Query	realCost	noKnowledgeCost	predicatesDataCost	joins	triplesWithFilter
11921	PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ?page ?abstract ?comment ?image ?wikipedia WHERE { <http://dbpedia.org/resource/Oral_cavity> dbpedia-owl:wikiPageRedirects ?page . ?page rdfs:comment ?comment . ?page dbpedia-owl:abstract ?abstract . ?page foaf:isPrimaryTopicOf ?wikipedia . OPTIONAL { ?page foaf:depiction ?image . } FILTER (LANG(?abstract)='en' && LANG(?comment)='en') }	2.0	2.86	2.0	1.9	1.9
12089	PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia-owl: <http://dbpedia.org/ontology/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?plant_resource_field_plant_thumbnail ?plant_resource_field_plant_label ?plant_resource_field_plant_abstract ?plant_resource WHERE { ?plant_resource dbpedia-owl:family <http://dbpedia.org/resource/Poaceae>; dbpedia-owl:kingdom <http://dbpedia.org/resource/Plant>; dbpedia-owl:thumbnail ?plant_resource_field_plant_thumbnail; rdfs:label ?plant_resource_field_plant_label; dbpedia-owl:abstract ?plant_resource_field_plant_abstract. FILTER langMatches(lang(?plant_resource_field_plant_abstract), "EN") FILTER langMatches(lang(?plant_resource_field_plant_label), "EN") } LIMIT 20	47.0	2.0	2.0	2.0	2.0
13011	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?manufacturer ?name ?car WHERE { ?car <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Luxury_vehicles> . ?car foaf:name ?name . ?car dbo:manufacturer ?man . ?man foaf:name ?manufacturer FILTER regex(?name,'Toyota') }	215.0	4304.56	64.92	62.0	58.53
13016	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?manufacturer ?name ?car WHERE { ?car <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Luxury_vehicles> . ?car foaf:name ?name . ?car dbo:manufacturer ?man . ?man foaf:name ?manufacturer FILTER regex(?name,'Lexus') }	212.0	4304.56	64.92	62.0	58.53
13025	PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> select * where { dbpedia:Assay dcterms:subject ?Subject. ?Subject rdfs:label ?Techniques. filter regex(?Techniques,"Laboratory techniques"). ?Assay dcterms:subject ?Subject. }	4.0	2.86	4.47	4.13	3.81
13053	PREFIX dbpprop: <http://dbpedia.org/property/> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX owl: <http://www.w3.org/2002/07/owl#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX dbpediaowl: <http://dbpedia.org/ontology/> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dbpprop: <http://dbpedia.org/property/> SELECT ?surname (group_concat(?instname ; separator = ";") AS ?instrumentsplayed) WHERE { dbpedia:Daft_Punk dbpediaowl:bandMember ?person . ?person foaf:surname ?surname . ?person dbpprop:instrument ?instruments . ?instruments rdfs:label ?instname . FILTER(langMatches(lang(?instname), "EN")) } GROUP BY ?surname	3.0	6.32	6.58	6.31	6.02
13116	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbpedia: <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/ontology/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ?name ?wiki WHERE { ?boardmember dbpedia2:board <http://dbpedia.org/resource/Apple_Inc.> . ?boardmember rdfs:label ?name . FILTER langMatches(lang(?name), 'en') . ?boardmember foaf:isPrimaryTopicOf ?wiki . }	9.0	1505.74	2.16	2.04	1.94
13118	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbp: <http://dbpedia.org/resource/> PREFIX dbpedia2: <http://dbpedia.org/ontology/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ?productlabel ?productwiki WHERE { ?products dbpedia2:developer <http://dbpedia.org/resource/Apple_Inc.> . ?products rdfs:label ?productlabel . FILTER langMatches(lang(?productlabel), 'en') . ?products foaf:isPrimaryTopicOf ?productwiki . }	187.0	1505.74	4.02	3.72	3.45
13147	SELECT DISTINCT * WHERE { <http://dbpedia.org/resource/LaMarcus_Aldridge> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> . <http://dbpedia.org/resource/Kobe_Bryant> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> . <http://dbpedia.org/resource/LaMarcus_Aldridge> <http://dbpedia.org/ontology/team> ?Team . <http://dbpedia.org/resource/Kobe_Bryant> ?r2 ?Team . <http://dbpedia.org/resource/Kobe_Bryant> ?r2 ?O . ?O ?r3 ?O2 FILTER NOT EXISTS {<http://dbpedia.org/resource/Kobe_Bryant> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> } }	2.0	48.5	48.5	48.5	43.85
13150	SELECT DISTINCT * WHERE { <http://dbpedia.org/resource/LaMarcus_Aldridge> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> . <http://dbpedia.org/resource/LaMarcus_Aldridge> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> . <http://dbpedia.org/resource/LaMarcus_Aldridge> <http://dbpedia.org/ontology/team> ?Team . <http://dbpedia.org/resource/LaMarcus_Aldridge> ?r2 ?Team . <http://dbpedia.org/resource/LaMarcus_Aldridge> ?r2 ?O . ?O ?r3 ?O2 FILTER NOT EXISTS {<http://dbpedia.org/resource/LaMarcus_Aldridge> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> } }	2.0	47.5	47.5	47.5	42.85
13163	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbp: <http://dbpedia.org/property/> select distinct ?content ?thum ?wiki ?page ?personName where { <http://dbpedia.org/resource/SAP_SE> dbo:abstract ?content; dbo:keyPerson ?person; dbo:thumbnail ?thum; foaf:isPrimaryTopicOf ?wiki; dbo:wikiPageExternalLink ?page. ?person dbp:name ?personName FILTER (LANG(?content)="en") } limit 1	3.0	2.86	2.97	2.97	2.77
13164	PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdft: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX dbp: <http://dbpedia.org/resource/> select * { dbp:Fukuoka rdfs:label ?tLabel. dbp:Fukuoka rdft:type ?o. ?o rdfs:label ?tType. ?o rdft:type ?o2. ?o2 rdfs:label ?tType2. FILTER(lang(?tLabel) = "ja") FILTER(lang(?tType) = "ja") FILTER(lang(?tType2) = "ja") } LIMIT 100	36.0	6.32	6.31	6.12	5.78
13165	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> SELECT ?labelResource ?wikiLink WHERE { ?resource dcterms:subject <http://dbpedia.org/resource/Category:Writing> . ?resource rdfs:label ?labelResource FILTER langMatches(lang(?labelResource), "EN") ?resource foaf:isPrimaryTopicOf ?wikiLink } LIMIT 1	3.0	1505.74	30.17	27.26	24.63
13166	PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX : <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX d: <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?albumName ?artistName WHERE { ?album d:producer :Timbaland . ?album d:musicalArtist ?artist . ?album rdfs:label ?albumName . ?artist rdfs:label ?artistName FILTER ( lang(?artistName) = "en" ) FILTER ( lang(?albumName) = "en" ) }	357.0	4304.56	15.75	15.75	14.97
13167	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> SELECT ?labelResource ?wikiLink WHERE { ?resource dcterms:subject <http://dbpedia.org/resource/Category:Identity_management_systems> . ?resource rdfs:label ?labelResource FILTER langMatches(lang(?labelResource), "EN") ?resource foaf:isPrimaryTopicOf ?wikiLink } LIMIT 1	3.0	1505.74	30.17	27.26	24.63
13169	SELECT ?deathPlace ?birthPlace ?bio ?image ?death ?birth WHERE { <http://dbpedia.org/resource/Pietro_Locatelli> <http://dbpedia.org/ontology/birthDate> ?birth ; <http://dbpedia.org/ontology/birthPlace> ?birthP ; <http://dbpedia.org/ontology/deathDate> ?death ; <http://dbpedia.org/ontology/deathPlace> ?deathP ; <http://xmlns.com/foaf/0.1/depiction> ?image ; <http://dbpedia.org/ontology/abstract> ?bio . ?birthP <http://www.w3.org/2000/01/rdf-schema#label> ?birthPlace . ?deathP <http://www.w3.org/2000/01/rdf-schema#label> ?deathPlace . FILTER ( langmatches( lang( ?birthPlace), "en") ) FILTER ( langmatches( lang( ?deathPlace), "en") ) FILTER ( langmatches( lang( ?bio), "en") ) }	3.0	6.32	5.68	5.48	5.21
13170	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> SELECT ?labelResource ?wikiLink WHERE { ?resource dcterms:subject <http://dbpedia.org/resource/Category:Companies_listed_on_the_New_York_Stock_Exchange> . ?resource rdfs:label ?labelResource FILTER langMatches(lang(?labelResource), "EN") ?resource foaf:isPrimaryTopicOf ?wikiLink } LIMIT 1	3.0	1505.74	30.17	27.26	24.63
13171	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> SELECT ?labelResource ?wikiLink WHERE { ?resource dcterms:subject <http://dbpedia.org/resource/Category:2002_establishments_in_Hawaii> . ?resource rdfs:label ?labelResource FILTER langMatches(lang(?labelResource), "EN") ?resource foaf:isPrimaryTopicOf ?wikiLink } LIMIT 1	3.0	1505.74	30.17	27.26	24.63
13174	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> SELECT ?labelResource ?wikiLink WHERE { ?resource dcterms:subject <http://dbpedia.org/resource/Category:Evolutionary_algorithms> . ?resource rdfs:label ?labelResource FILTER langMatches(lang(?labelResource), "EN") ?resource foaf:isPrimaryTopicOf ?wikiLink } LIMIT 1	3.0	1505.74	30.17	27.26	24.63
13175	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> SELECT ?labelResource ?wikiLink WHERE { ?resource dcterms:subject <http://dbpedia.org/resource/Category:Software_companies_of_the_United_Kingdom> . ?resource rdfs:label ?labelResource FILTER langMatches(lang(?labelResource), "EN") ?resource foaf:isPrimaryTopicOf ?wikiLink } LIMIT 1	3.0	1505.74	30.17	27.26	24.63
13178	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> SELECT ?labelResource ?wikiLink WHERE { ?resource dcterms:subject <http://dbpedia.org/resource/Category:Cisco_products> . ?resource rdfs:label ?labelResource FILTER langMatches(lang(?labelResource), "EN") ?resource foaf:isPrimaryTopicOf ?wikiLink } LIMIT 1	3.0	1505.74	30.17	27.26	24.63
13183	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> SELECT ?labelResource ?wikiLink WHERE { ?resource dcterms:subject <http://dbpedia.org/resource/Category:Miocene_primates> . ?resource rdfs:label ?labelResource FILTER langMatches(lang(?labelResource), "EN") ?resource foaf:isPrimaryTopicOf ?wikiLink } LIMIT 1	3.0	1505.74	30.17	27.26	24.63
13187	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> SELECT ?labelResource ?wikiLink WHERE { ?resource dcterms:subject <http://dbpedia.org/resource/Category:American_engineers> . ?resource rdfs:label ?labelResource FILTER langMatches(lang(?labelResource), "EN") ?resource foaf:isPrimaryTopicOf ?wikiLink } LIMIT 1	3.0	1505.74	30.17	27.26	24.63
13191	SELECT ?deathPlace ?birthPlace ?bio ?image ?death ?birth WHERE { <http://dbpedia.org/resource/Matthew_Locke_(composer)> <http://dbpedia.org/ontology/birthDate> ?birth ; <http://dbpedia.org/ontology/birthPlace> ?birthP ; <http://dbpedia.org/ontology/deathDate> ?death ; <http://dbpedia.org/ontology/deathPlace> ?deathP ; <http://xmlns.com/foaf/0.1/depiction> ?image ; <http://dbpedia.org/ontology/abstract> ?bio . ?birthP <http://www.w3.org/2000/01/rdf-schema#label> ?birthPlace . ?deathP <http://www.w3.org/2000/01/rdf-schema#label> ?deathPlace . FILTER ( langmatches( lang( ?birthPlace), "en") ) FILTER ( langmatches( lang( ?deathPlace), "en") ) FILTER ( langmatches( lang( ?bio), "en") ) }	3.0	6.32	5.68	5.48	5.21
13196	SELECT ?deathPlace ?birthPlace ?bio ?image ?death ?birth WHERE { <http://dbpedia.org/resource/Jacques_Arcadelt> <http://dbpedia.org/ontology/birthDate> ?birth ; <http://dbpedia.org/ontology/birthPlace> ?birthP ; <http://dbpedia.org/ontology/deathDate> ?death ; <http://dbpedia.org/ontology/deathPlace> ?deathP ; <http://xmlns.com/foaf/0.1/depiction> ?image ; <http://dbpedia.org/ontology/abstract> ?bio . ?birthP <http://www.w3.org/2000/01/rdf-schema#label> ?birthPlace . ?deathP <http://www.w3.org/2000/01/rdf-schema#label> ?deathPlace . FILTER ( langmatches( lang( ?birthPlace), "en") ) FILTER ( langmatches( lang( ?deathPlace), "en") ) FILTER ( langmatches( lang( ?bio), "en") ) }	3.0	6.32	5.68	5.48	5.21
13198	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> SELECT ?labelResource ?wikiLink WHERE { ?resource dcterms:subject <http://dbpedia.org/resource/Category:Documentary_films_about_nature> . ?resource rdfs:label ?labelResource FILTER langMatches(lang(?labelResource), "EN") ?resource foaf:isPrimaryTopicOf ?wikiLink } LIMIT 1	3.0	1505.74	30.17	27.26	24.63
13201	SELECT ?deathPlace ?birthPlace ?bio ?image ?death ?birth WHERE { <http://dbpedia.org/resource/Carlo_Gesualdo> <http://dbpedia.org/ontology/birthDate> ?birth ; <http://dbpedia.org/ontology/birthPlace> ?birthP ; <http://dbpedia.org/ontology/deathDate> ?death ; <http://dbpedia.org/ontology/deathPlace> ?deathP ; <http://xmlns.com/foaf/0.1/depiction> ?image ; <http://dbpedia.org/ontology/abstract> ?bio . ?birthP <http://www.w3.org/2000/01/rdf-schema#label> ?birthPlace . ?deathP <http://www.w3.org/2000/01/rdf-schema#label> ?deathPlace . FILTER ( langmatches( lang( ?birthPlace), "en") ) FILTER ( langmatches( lang( ?deathPlace), "en") ) FILTER ( langmatches( lang( ?bio), "en") ) }	3.0	6.32	5.68	5.48	5.21
13205	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> SELECT ?labelResource ?wikiLink WHERE { ?resource dcterms:subject <http://dbpedia.org/resource/Category:Kosmos_satellites> . ?resource rdfs:label ?labelResource FILTER langMatches(lang(?labelResource), "EN") ?resource foaf:isPrimaryTopicOf ?wikiLink } LIMIT 1	3.0	1505.74	30.17	27.26	24.63
13206	SELECT ?deathPlace ?birthPlace ?bio ?image ?death ?birth WHERE { <http://dbpedia.org/resource/John_Bull_(composer)> <http://dbpedia.org/ontology/birthDate> ?birth ; <http://dbpedia.org/ontology/birthPlace> ?birthP ; <http://dbpedia.org/ontology/deathDate> ?death ; <http://dbpedia.org/ontology/deathPlace> ?deathP ; <http://xmlns.com/foaf/0.1/depiction> ?image ; <http://dbpedia.org/ontology/abstract> ?bio . ?birthP <http://www.w3.org/2000/01/rdf-schema#label> ?birthPlace . ?deathP <http://www.w3.org/2000/01/rdf-schema#label> ?deathPlace . FILTER ( langmatches( lang( ?birthPlace), "en") ) FILTER ( langmatches( lang( ?deathPlace), "en") ) FILTER ( langmatches( lang( ?bio), "en") ) }	3.0	6.32	5.68	5.48	5.21
13208	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> SELECT ?labelResource ?wikiLink WHERE { ?resource dcterms:subject <http://dbpedia.org/resource/Category:2004_in_spaceflight> . ?resource rdfs:label ?labelResource FILTER langMatches(lang(?labelResource), "EN") ?resource foaf:isPrimaryTopicOf ?wikiLink } LIMIT 1	3.0	1505.74	30.17	27.26	24.63
13209	SELECT ?deathPlace ?birthPlace ?bio ?image ?death ?birth WHERE { <http://dbpedia.org/resource/William_Byrd> <http://dbpedia.org/ontology/birthDate> ?birth ; <http://dbpedia.org/ontology/birthPlace> ?birthP ; <http://dbpedia.org/ontology/deathDate> ?death ; <http://dbpedia.org/ontology/deathPlace> ?deathP ; <http://xmlns.com/foaf/0.1/depiction> ?image ; <http://dbpedia.org/ontology/abstract> ?bio . ?birthP <http://www.w3.org/2000/01/rdf-schema#label> ?birthPlace . ?deathP <http://www.w3.org/2000/01/rdf-schema#label> ?deathPlace . FILTER ( langmatches( lang( ?birthPlace), "en") ) FILTER ( langmatches( lang( ?deathPlace), "en") ) FILTER ( langmatches( lang( ?bio), "en") ) }	3.0	6.32	5.68	5.48	5.21
13214	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> SELECT ?labelResource ?wikiLink WHERE { ?resource dcterms:subject <http://dbpedia.org/resource/Category:Pressure_vessels> . ?resource rdfs:label ?labelResource FILTER langMatches(lang(?labelResource), "EN") ?resource foaf:isPrimaryTopicOf ?wikiLink } LIMIT 1	3.0	1505.74	30.17	27.26	24.63
13216	SELECT ?deathPlace ?birthPlace ?bio ?image ?death ?birth WHERE { <http://dbpedia.org/resource/Giovanni_Gabrieli> <http://dbpedia.org/ontology/birthDate> ?birth ; <http://dbpedia.org/ontology/birthPlace> ?birthP ; <http://dbpedia.org/ontology/deathDate> ?death ; <http://dbpedia.org/ontology/deathPlace> ?deathP ; <http://xmlns.com/foaf/0.1/depiction> ?image ; <http://dbpedia.org/ontology/abstract> ?bio . ?birthP <http://www.w3.org/2000/01/rdf-schema#label> ?birthPlace . ?deathP <http://www.w3.org/2000/01/rdf-schema#label> ?deathPlace . FILTER ( langmatches( lang( ?birthPlace), "en") ) FILTER ( langmatches( lang( ?deathPlace), "en") ) FILTER ( langmatches( lang( ?bio), "en") ) }	2.0	6.32	5.68	5.48	5.21
13217	PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX dcterms: <http://purl.org/dc/terms/> SELECT ?labelResource ?wikiLink WHERE { ?resource dcterms:subject <http://dbpedia.org/resource/Category:Space_colonization> . ?resource rdfs:label ?labelResource FILTER langMatches(lang(?labelResource), "EN") ?resource foaf:isPrimaryTopicOf ?wikiLink } LIMIT 1	3.0	1505.74	30.17	27.26	24.63
13218	SELECT ?deathPlace ?birthPlace ?bio ?image ?death ?birth WHERE { <http://dbpedia.org/resource/Louis_Couperin> <http://dbpedia.org/ontology/birthDate> ?birth ; <http://dbpedia.org/ontology/birthPlace> ?birthP ; <http://dbpedia.org/ontology/deathDate> ?death ; <http://dbpedia.org/ontology/deathPlace> ?deathP ; <http://xmlns.com/foaf/0.1/depiction> ?image ; <http://dbpedia.org/ontology/abstract> ?bio . ?birthP <http://www.w3.org/2000/01/rdf-schema#label> ?birthPlace . ?deathP <http://www.w3.org/2000/01/rdf-schema#label> ?deathPlace . FILTER ( langmatches( lang( ?birthPlace), "en") ) FILTER ( langmatches( lang( ?deathPlace), "en") ) FILTER ( langmatches( lang( ?bio), "en") ) }	3.0	6.32	5.68	5.48	5.21
