Predicate,avgObjBind,avgSubjBind
"<http://it.dbpedia.org/ontology/thumbnail>",0.0,0.0
"<http://dbpedia.org/resource/Great_Bear_Lake>",0.0,0.0
"<http://dbpedia.org/property/originorigin>",3.0,1.0
"<http://dbpedia.org/property/r2t4d>",1.3333333333333333,1.3333333333333333
"<http://www.w3.org/2000/01/rdf-schema#age>",0.0,0.0
"<http://dbpedia.org/property/classicClimbs>",9.625,1.0
"<http://fr.dbpedia.org/property/genre>",0.0,0.0
"<http://dbpedia.org/property/parliamentName>",1.0,3.1923076923076925
"<http://dbpedia.org/property/telescope7Name>",1.0,1.0
"<http://dbpedia.org/property/totalVotes>",1.1116389548693586,1.5445544554455446
"<http://dbpedia.org/property/telescope5Name>",1.048780487804878,1.0238095238095237
"<http://xmlns.com/foaf/0.1/knows>/<http://xmlns.com/foaf/0.1/knows>",0.0,0.0
"<http://dbpedia.org/property/assistantProducer>",1.0,1.0
"<http://dbpedia.org/Ontology/Building>",0.0,0.0
"<http://dbpedia.org/property/lcm>",1.3202247191011236,1.0779816513761469
"<http://dbpedia.org/property/areaLandSqKm>",1.0,1.0
"<http://dbpedia.org/property/homejersey>",1.0,1.3103448275862069
"<http://dbpedia.org/property/liardRiver>",1.0,7.0
"<http://dbpedia.org/property/civilserviceEnd>",1.25,1.0
"<http://dbpedia.org/property/leagueWins>",1.0,7.851851851851852
"<http://dbpedia.org/resource/owl>",0.0,0.0
"<http://dbpedia.org/property/r1t1s>",1.6666666666666667,1.1111111111111112
"<http://dbpedia.org/property/regionIso>",1.022508038585209,3.382978723404255
"<http://dbpedia.org/property/irlPodiums>",1.0,3.6666666666666665
"<http://dbpedia.org/property/colourist>",1.2857142857142858,1.0
"<http://dbpedia.org/property/originOfFlight>",1.0,1.0
"<http://dbpedia.org/property/fleetnumbers>",1.318864774624374,1.2295719844357977
"<http://dbpedia.org/property/eloRank>",1.0,1.1805555555555556
"<http://dbpedia.org/property/deathName>",1.0,1.0
"<http://dbpedia.org/property/garrisonLabel>",1.0029347028613353,9.299319727891156
"<http://dbpedia.org/property/alsoReferredToAs>",1.0,1.0
"<http://dbpedia.org/property/model>",3.171563981042654,1.1777543118620204
"<http://dbpedia.org/property/mpcount>",1.0227703984819734,11.717391304347826
"<http://dbpedia.org/property/influences>/^<http://dbpedia.org/property/influences>",4.27122381477398,4.27122381477398
"<http://dbpedia.org/property/nativeNameLangShue>",1.0,1.0
"<http://dbpedia.org/property/otherParties>",1.0,1.0
"<http://dbpedia.org/property/rangeImage>",1.0,5.5
"<http://dbpedia.org/property/schoolType>",1.0892857142857142,1.4878048780487805
"<http://dbpedia.org/property/founderLabel>",1.0,4.0
"<http://dbpedia.org/property/source1LongS>",1.0,8.019417475728156
"<http://dbpedia.org/property/sourcen>",1.0,2.0
"<http://purl.org/dc/terms/accrualPeriodicity>",0.0,0.0
"<http://dbpedia.org/property/por>",1.1346153846153846,1.0
"<http://dbpedia.org/property/siSource>",1.0,1.0
"<http://dbpedia.org/property/trainstations>",1.0689655172413792,1.087719298245614
"<http://dbpedia.org/property/%3Cbr/%3E%3Cbr/%3ECompanyType>",0.0,0.0
"<http://dbpedia.org/ontology/actor>",0.0,0.0
"<http://dbpedia.org/property/health>",1.3636363636363635,1.4285714285714286
"<http://dbpedia.org/property/sl>",7.623471882640587,25.044176706827308
"<http://dbpedia.org/property/prevName>",1.4824707846410685,1.148771021992238
"<file:///media/Datas/MainWorkspace/InferencePE/#chiefOfStateType>",0.0,0.0
"<http://dbpedia.org/property/r3t2d>",1.0,1.5
"<http://dbpedia.org/property/actorControl>",4.0,1.0
"<http://dbpedia.org/property/captain(s)_>",1.0,1.0
"<http://dbpedia.org/property/currentPresident>",1.0384615384615385,1.2272727272727273
"<http://dbpedia.org/property/r1t3s>",2.6666666666666665,1.1428571428571428
"<http://dbpedia.org/property/ageing>",1.0,1.0
"<http://dbpedia.org/server/ontology/classes/populationEstimate>",0.0,0.0
"<http://dbpedia.org/property/gpRaceWins>",1.0,9.863636363636363
"<http://dbpedia.org/property/stage2aname>",1.0,1.0
"<http://dbpedia.org/property/ruYearestart>",1.0,1.0
"<http://dbpedia.org/property/commanderInChief>",1.458762886597938,1.071969696969697
"<http://dbpedia.org/property/notableinstrument>",0.0,0.0
"<http://dbpedia.org/property/zhDungan>",1.3333333333333333,1.0
"<http://dbpedia.org/property/leader2Title>",1.0026954177897573,3.220779220779221
"<http://dbpedia.org/property/imageSiz>",1.0,2.5
"<http://dbpedia.org/property/militaryBranch>",0.0,0.0
"<http://dbpedia.org/property/eng1Kw>",1.0015255530129672,5.079303675048356
"<http://dbpedia.org/property/torque>",1.2055555555555555,1.4965517241379311
"<http://dbpedia.org/property/datebirth>",1.0,1.0
"<http://dbpedia.org/property/rd1Seed>",9.3646,119.67106130520764
"<http://dbpedia.org/property/associates>",1.3571428571428572,1.0
"<http://dbpedia.org/property/spaceGaming>",1.0326086956521738,1.1875
"<http://dbpedia.org/property/areaMetroFootnotes>",1.0,1.0
"<http://dbpedia.org/property/founderI>",0.0,0.0
"<http://dbpedia.org/property/nbaHistoricalProfile>",1.0,1.0
"<http://dbpedia.org/property/smallestStadium>",1.0,1.0
"((<http://dbpedia.org/ontology/location>|<http://dbpedia.org/property/locationCity>)|<http://dbpedia.org/ontology/city>)|<http://dbpedia.org/property/city>",1.6172,5.276
"<http://dbpedia.org/property/brighteststarname>",1.0,1.0
"<http://dbpedia.org/property/currenttours(currentpoints)_>",1.0,1.5714285714285714
"<http://www.w3.org/2003/01/geo/wgs84_pos#point>",0.0,0.0
"<http://dbpedia.org/property/regionalRanking>",1.0,2.391304347826087
"<http://dbpedia.org/property/leadDesigner>",1.0,1.0
"<http://dbpedia.org/property/firstVicePresidentialCandidate>",0.0,0.0
"<http://dbpedia.org/property/companyMotto>",1.0,1.0
"<http://pt.dbpedia.org:8890/ontology/wikiPageWikiLink>",0.0,0.0
"<http://dbpedia.org/property/lcf>",1.208,1.1353383458646618
"<http://dbpedia.org/ontology/authorof>",0.0,0.0
"<http://dbpedia.org/property/runnerUp>",1.0064131928538709,1.954626334519573
"<http://dbpedia.org/property/leagueHead>",1.0,1.0
"<http://dbpedia.org/property/customLabel>",1.5738396624472575,2.6548042704626336
"<http://dbpedia.org/property/apm>",1.0,2.0
"<http://dbpedia.org/property/filmed>",1.1111111111111112,1.0
"<http://dbpedia.org/property/attend>",13.8069,5.7972
"<http://dbpedia.org/property/renovations>",1.4455445544554455,2.0277777777777777
"<http://dbpedia.org/property/refseqmrna>",1.2826086956521738,1.0172413793103448
"<http://dbpedia.org/ontology/band/Extrabreit>",0.0,0.0
"<http://dbpedia.org/property/gene6name>",1.25,1.25
"<http://dbpedia.org/property/imageLogo>",1.0,1.0
"<http://es.dbpedia.org/property/>",0.0,0.0
"<http://dbpedia.org/property/eproducer>",1.6206896551724137,1.0217391304347827
"<http://dbpedia.org/property/born_in>",0.0,0.0
"<http://dbpedia.org/property/plantHydraulicHead>",1.4310344827586208,1.1066666666666667
"<http://www.w3.org/2004/02/skos/core#broadMatch>",1.6221374045801527,1.0572139303482586
"<http://dbpedia.org/property/gene1name>",1.2,1.2
"<http://dbpedia.org/property/era2Name>",1.0,2.4615384615384617
"<http://dbpedia.org/property/rank/position>",1.0,1.0
"<http://dbpedia.org/property/source1Elevation>",1.0078895463510849,4.731481481481482
"<http://dbpedia.org/property/govtofficialName>",1.0,1.0
"<http://dbpedia.org/property/reincarnationOf>",1.0,1.0285714285714285
"<http://dbpedia.org/property/soundProcess>",1.0,1.0
"<http://dbpedia.org/property/bogAward>",1.0765027322404372,6.15625
"<http://dbpedia.org/property/age019Years>",0.0,0.0
"<http://dbpedia.org/property/origtag>",1.0,55.0
"<http://dbpedia.org/property/thirdDriverCountryR>",1.814569536423841,4.419354838709677
"<http://dbpedia.org/ontology/directorOf>",0.0,0.0
"<http://dbpedia.org/property/cultCenter>",1.3829787234042554,1.2264150943396226
"<http://dbpedia.org/property/layoutArtist>",1.07421875,4.661016949152542
"<http://dbpedia.org/property/slope>",1.3316326530612246,4.142857142857143
"<http://dbpedia.org/property/presidentTitle>",1.0,2.0
"<http://dbpedia.org/property/boxname>",1.0,3.5
"<http://dbpedia.org/property/primaryFuel>",0.0,0.0
"<http://dbpedia.org/property/peak1a>",1.1521739130434783,1.4722222222222223
"<http://dbpedia.org/property/fathersName>",1.0,1.0
"<http://dbpedia.org/property/decline>",2.0,1.0
"<http://dbpedia.org/property/isShip>",1.0,312.85714285714283
"<http://dbpedia.org/property/us>",1.5854166666666667,3.1708333333333334
"<http://dbpedia.org/property/catalogue>",2.2628676470588234,1.2586912065439673
"<http://dbpedia.org/property/keys>",1.0165876777251184,6.042253521126761
"<http://dbpedia.org/property/noOfTeams>",1.0390590324012428,19.672268907563026
"<http://dbpedia.org/property/rcb>",1.3053097345132743,1.1660079051383399
"<http://dbpedia.org/property/designation3Offname>",1.0,1.02
"<http://dbpedia.org/property/portrait>",1.2222222222222223,2.0
"<http://dbpedia.org/leaderName>",0.0,0.0
"<http://dbpedia.org/property/closureDate>",1.0217391304347827,1.0681818181818181
"<http://dbpedia.org/property/coatofarms>",1.0,1.0492307692307692
"<http://dbpedia.org/property/mgender>",1.0,3.2244897959183674
"<http://dbpedia.org/property/awayFinal>",2.514925373134328,3.314754098360656
"<http://dbpedia.org/property/headquarteredIn>",1.0,1.0
"<http://dbpedia.org/property/footage>",1.0,1.0
"<http://dbpedia.org/property/mintemp>",1.0,4.989528795811518
"<http://dbpedia.org/property/founder1b>",1.0,1.0
"<http://dbpedia.org/property/terminated>",1.0,1.0
"<http://dbpedia.org/property/formerMembers>",3.7681159420289854,1.06703146374829
"<http://dbpedia.org/property/chassis>",1.62109375,2.7666666666666666
"<http://dbpedia.org/property/wing1Name>",0.0,0.0
"<http://dbpedia.org/property/alTusa>",0.0,0.0
"<http://dbpedia.org/property/companyTagline>",1.0,1.0
"<http://dbpedia.org/property/lineName>",1.1071428571428572,1.0
"<http://dbpedia.org/property/issuingAuthority>",1.048780487804878,1.2463768115942029
"<http://dbpedia.org/property/numOffices>",1.0,1.65
"<http://dbpedia.org/property/rd1Score01Agg>",1.0807174887892377,8.763636363636364
"<http://dbpedia.org/property/austinCloudPresidentIndustry>",0.0,0.0
"<http://dbpedia.org/property/p2destname>",0.0,0.0
"<http://dbpedia.org/property/rh>",4.974457215836527,41.43617021276596
"<http://dbpedia.org/property/areaMetropolitan>",0.0,0.0
"<http://dbpedia.org/property/minister8Name>",1.0,1.0
"<http://dbpedia.org/property/gba>",1.0,45.0
"<http://dbpedia.org/property/yearAverageLowF>",1.0,1.0
"<http://dbpedia.org/property/damHeight>",1.0909090909090908,1.0
"<http://dbpedia.org/property/lastChampion>",1.0,1.1111111111111112
"<http://dbpedia.org/property/fe>",1.6,1.1428571428571428
"<http://dbpedia.org/property/heightAlt>",1.0090729783037475,2.6785340314136126
"<http://dbpedia.org/property/president'sTrophies>",1.0,1.0
"<http://dbpedia.org/property/lastevent>",1.2951861943687557,1.206429780033841
"<http://dbpedia.org/property/wikiPageExternalLink>",0.0,0.0
"<http://dbpedia.org/property/chief8Name>",1.0,1.0
"<http://dbpedia.org/property/southernDistrict>",0.0,0.0
"<http://dbpedia.org/property/parentCompanyHomepage>",1.0,1.0
"<http://dbpedia.org/property/birthDateAndAge>",1.0,1.0
"<http://dbpedia.org/property/languageCount>",1.0131004366812226,3.0933333333333333
"<http://dbpedia.org/property/conama>",1.5,1.0
"<http://dbpedia.org/resource/Liste_de_fromages_par_pays>",0.0,0.0
"<http://dbpedia.org/property/highattend>",1.0076628352490422,1.0958333333333334
"<dbo:birthPlace>",0.0,0.0
"<http://dbpedia.org/property/principalIdeas>",1.2142857142857142,1.02
"<http://dbpedia.org/property/humidityColour>",1.0,57.333333333333336
"<http://dbpedia.org/property/yesorretiredyear>",1.024390243902439,1.9310344827586208
"<http://dbpedia.org/propertylabel>",0.0,0.0
"<http://dbpedia.org/property/unsworntype>",1.0313588850174216,5.103448275862069
"<http://dbpedia.org/property/source1LongEw>",1.0,180.6
"<http://datos.bne.es/def/P1001>",0.0,0.0
"<http://dbpedia.org/property/designations>",1.4176706827309238,1.8927613941018766
"<http://dbpedia.org/property/completed>",29.29847494553377,4.9568743088831555
"<http://dbpedia.org/property/sourceDistrictType>",1.0,2.0
"<http://dbpedia.org/property/propBladeNumber>",1.0,121.0
"<http://dbpedia.org/property/founderTitle>",1.0,1.4
"<http://dbpedia.org/property/interiorDate>",1.2222222222222223,1.5714285714285714
"<http://dbpedia.org/property/designationFree1name>",1.0,1.0
"<http://dbpedia.org/property/northernDistrict>",0.0,0.0
"<http://dbpedia.org/property/discuss>",1.0,1.1151832460732984
"<http://dbpedia.org/property/homeBest>",10.866028708133971,2.358255451713396
"<http://dbpedia.org/property/locationIn>",0.0,0.0
"<http://dbpedia.org/property/r4Surface>",1.0,2.0
"<http://dbpedia.org/property/adj>",1.0,2.6666666666666665
"<http://dbpedia.org/property/nationalDrugControlStart>",1.75,1.4
"<http://dbpedia.org/property/fibaRanking>",1.0059171597633136,1.9428571428571428
"<http://dbpedia.org/property/threonine>",1.0,1.0666666666666667
"<http://dbpedia.org/ontology/Engine>",0.0,0.0
"<http://www.w3.org/2000/01/rdf-schema#labeltype>",0.0,0.0
"<http://www.w3.org/2005/xpath-functionstokenize>",0.0,0.0
"<http://dbpedia.org/property/companyMascot>",0.0,0.0
"<http://dbpedia.org/property/roadNote>",1.0,2.0
"<http://purl.org/net/idol/schema/birthPlace>",0.0,0.0
"<http://dbpedia.org/property/imageFilename>",1.0378787878787878,1.0378787878787878
"<http://dbpedia.org/property/loadingMain>",1.0128676470588236,1.4811827956989247
"<http://dbpedia.org/property/colWidth>",1.0,38.333333333333336
"<http://dbpedia.org/property/part>",13.903743315508022,1.0831076858987712
"<http://dbpedia.org/property/othername(s)_>",1.3571428571428572,1.0
"<http://dbpedia.org/property/notableSource>",1.0,1.0
"<http://dbpedia.org/property/eissn>",1.2439024390243902,1.1333333333333333
"<http://dbpedia.org/property/areaUrbanMetro>",1.0,1.0
"<http://dbpedia.org/property/overseas>",1.878787878787879,1.1272727272727272
"<http://dbpedia.org/property/cupholders>",1.0,1.0
"<http://dbpedia.org/property/twin2Country>",1.0,1.6
"<http://www.geonames.org/ontology#countryName>",0.0,0.0
"<http://dbpedia.org/ontology/Automobile>",0.0,0.0
"<http://dbpedia.org/property/rlNationalpoints>",1.2,1.2
"<http://www.w3.org/1999/02/22-rdf-syntax-ns#object>",0.0,0.0
"<http://dbpedia.org/property/managementLocation>",1.0425531914893618,1.4848484848484849
"<http://dbpedia.org/property/availability>",1.7142857142857142,1.1428571428571428
"<http://dbpedia.org/property/academyAward>",0.0,0.0
"<http://dbpedia.org/property/mouth1Name>",1.0,1.0
"<http://yago-knowledge.org/resource/wasBornIn>",0.0,0.0
"<http://dbpedia.org/property/leadersName>",1.0,1.0
"<http://dbpedia.org/property/to>",1.1299559471365639,1.879120879120879
"<http://dbpedia.org/property/iptvServ>",2.8002232142857144,6.5168831168831165
"<http://dbpedia.org/property/rcmNat>",1.0943396226415094,2.0350877192982457
"<http://dbpedia.org/property/chiefOfStaff>",1.3508771929824561,1.1159420289855073
"<http://dbpedia.org/property/areaWesternArmenia>",0.0,0.0
"<http://dbpedia.org/property/gamesradar>",1.0,1.0
"<http://dbpedia.org/property/awayTeam>",1.4251497005988023,2.5319148936170213
"<http://dbpedia.org/property/companyTm>",0.0,0.0
"<http://dbpedia.org/property/gk>",1.294930875576037,1.1563786008230452
"<http://dbpedia.org/property/directorOfHumanResources>",0.0,0.0
"<http://dbpedia.org/property/rd1Score04Agg>",1.0808988764044944,9.62
"<http://dbpedia.org/bandMember>",0.0,0.0
"<http://dbpedia.org/property/blank8Name>",1.0,1.0
"<http://dbpedia.org/ontology/cinematographer>",0.0,0.0
"<http://dbpedia.org/property/otherTopics>",1.9369747899159664,1.3004231311706629
"<http://dbpedia.org/property/runningmate>",1.75,1.2727272727272727
"<http://dbpedia.org/property/sheathType>",1.05,2.1724137931034484
"<http://dbpedia.org/property/relatedTo>",1.7869415807560138,1.2293144208037825
"<http://dbpedia.org/property/length1Type>",1.0,3.8
"<http://dbpedia.org/property/scoring>",8.0,1.150920245398773
"<http://dbpedia.org/property/mercuryn>",1.0,1.0
"<http://dbpedia.org/property/stan>",1.3,1.0833333333333333
"<http://dbpedia.org/property/runningTime>",1.0,1.2741935483870968
"<http://dbpedia.org/property/trucks>",1.040909090909091,2.8625
"<http://dbpedia.org/property/dater>",1.0,1.0
"<http://dbpedia.org/property/missEarthChile>",1.0,1.4545454545454546
"<http://dbpedia.org/property/instagram>",1.0,1.0
"<http://dbpedia.org/property/extinctTitle>",1.0,7.078125
"<http://dbpedia.org/property/accessed>",1.0,1.8
"<http://dbpedia.org/property/smile>",0.0,0.0
"<http://dbpedia.org/property/%23Servings>",1.0,1.8333333333333333
"<http://dbpedia.org/property/languageBlank>",1.0,1.0
"<http://dbpedia.org/property/areaTotalLandKm>",1.0,1.0
"<http://dbpedia.org/property/electeetype>",1.0,3.6153846153846154
"<http://dbpedia.org/property/coordName>",10.714285714285714,1.0
"<http://dbpedia.org/property/gneastPoles>",1.0,4.5
"<http://dbpedia.org/property/fiance>",1.0,1.2
"<http://dbpedia.org/property/companyHeadquarters>",1.0,1.0
"<http://dbpedia.org/property/eng1LbfAb>",1.0454545454545454,1.0454545454545454
"<http://dbpedia.org/property/reorganised>",1.0,1.0
"<http://dbpedia.org/property/missWorldAsiaPacific>",1.0,1.9166666666666667
"<http://dbpedia.org/property/plane2Survivors>",1.0,3.8947368421052633
"<http://dbpedia.org/property/manganeseMg>",1.0781893004115226,1.2535885167464116
"<http://dbpedia.org/property/argueyear>",1.0010932944606414,14.457894736842105
"<http://dbpedia.org/property/presidentOfCouncilLabel>",1.0,1.0
"<http://dbpedia.org/property/sourceCoordinatesType>",1.0,2.769230769230769
"<http://dbpedia.org/property/presidentPibg>",1.0,1.0
"<http://dbpedia.org/property/commName>",1.0,1.0
"<http://dbpedia.org/property/reactorsOperateMw>",0.0,0.0
"<http://dbpedia.org/property/collectorparty>",1.0,53.5
"<http://dbpedia.org/property/p9linename>",0.0,0.0
"<http://dbpedia.org/property/tvYr>",1.0,1.0
"<http://dbpedia.org/property/ancientName>",0.0,0.0
"<http://dbpedia.org/property/pin13Name>",1.0,1.1538461538461537
"<http://dbpedia.org/property/grouping>",1.1598173515981736,4.379310344827586
"<http://dbpedia.org/property/imagesite>",1.0,4.333333333333333
"<http://dbpedia.org/property/stage>",1.054054054054054,1.1142857142857143
"<http://www.w3.org/2000/01/rdf-schema#gender>",0.0,0.0
"<http://dbpedia.org/ontology/MusicalArtist>",0.0,0.0
"<http://dbpedia.org/property/uid>",77.87081339712918,1.0009
"<http://dbpedia.org/property/wealth>",1.0,1.0
"<http://dbpedia.org/property/blankNameSec.>",0.0,0.0
"<http://dbpedia.org/property/presidentName>",1.0,1.0
"<http://dbpedia.org/property/rd3Score02Agg>",1.0654008438818565,10.74468085106383
"<http://dbpedia.org/property/electricDipoleMoment>",1.0,2.0
"<http://dbpedia.org/property/octPrecipitationCm>",1.0,1.775
"<http://dbpedia.org/property/ownerNames>",1.6545454545454545,1.0224719101123596
"<http://dbpedia.org/property/receipts>",1.0123456790123457,1.0512820512820513
"<http://dbpedia.org/property/postalCodeName>",1.0,1.0
"<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>/(<http://www.w3.org/2000/01/rdf-schema#subClassOf>)+",1.9131,577446.2222222222
"<http://dbpedia.org/property/maptype>",1.0,6.5
"<http://dbpedia.org/property/relegated>",2.3729335948444943,2.110391228507351
"<http://dbpedia.org/resource/birth>",0.0,0.0
"<http://dbpedia.org/property/managerties>",1.0,1.0
"<http://dbpedia.org/property/propellerOrRotor%3F_>",1.0061349693251533,27.333333333333332
"<http://dbpedia.org/property/organised>",1.1131221719457014,1.0789473684210527
"<http://dbpedia.org/property/free2Label>",1.0,2.8
"<http://dbpedia.org/property/team2Abbr>",2.0714285714285716,1.7058823529411764
"<http://dbpedia.org/property/r1t2s>",2.1666666666666665,1.1818181818181819
"<http://dbpedia.org/property/ageAtDeath>",1.0,1.0
"<http://dbpedia.org/property/age5564Years>",0.0,0.0
"<http://dbpedia.org/property/reserve>",2.295302013422819,1.3359375
"<http://dbpedia.org/page/Banana>",0.0,0.0
"<http://dbpedia.org/property/taxEnd>",2.0,1.0
"<http://dbpedia.org/property/gene2name>",1.2,1.2
"<http://dbpedia.org/property/verify>",1.0,1.5
"<http://dbpedia.org/property/clubName>",1.037037037037037,1.3333333333333333
"<http://dbpedia.org/property/filmingStarted>",1.0,1.0291970802919708
"<http://www.w3.org/2006/03/wn/wn20/schema/word>",0.0,0.0
"<http://dbpedia.org/property/decdSun>",1.0138888888888888,3.8421052631578947
"<http://dbpedia.org/property/escudoDeName>",0.0,0.0
"<http://dbpedia.org/property/since>",1.0,4.139784946236559
"<http://dbpedia.org/property/ceoName>",1.0,1.0
"<http://dbpedia.org/property/resElevation>",1.4285714285714286,1.0
"<http://dbpedia.org/property/power/weight>",1.002865329512894,1.8134715025906736
"<http://dbpedia.org/property/ruGoalse>",1.0,3.0
"<http://dbpedia.org/property/origins'Country>",1.0,1.0
"<http://dbpedia.org/property/composer(s)_>",10.571428571428571,1.0136986301369864
"<http://dbpedia.org/property/chiefJusticeDate>",1.0,1.0
"<http://dbpedia.org/property/fsiRank>",1.0,1.0476190476190477
"<http://dbpedia.org/property/englishtitleb>",18.465753424657535,1.0007423904974015
"<http://webprotege.stanford.edu/R7uX5z8hhe77cu7AvqFA1Gmtitle>",0.0,0.0
"<http://dbpedia.org/property/lcfNat>",1.0422535211267605,2.242424242424242
"<http://dbpedia.org/property/msTusa>",0.0,0.0
"<http://dbpedia.org/property/fatherName>",1.0,1.0
"<http://dbpedia.org/property/wcBest>",1.0,1.7692307692307692
"<http://dbpedia.org/property/sourceConfluenceLongEw>",1.0,79.66666666666667
"^<http://dbpedia.org/ontology/director>",4.3287,1.1213
"<http://dbpedia.org/property/rd4Seed>",3.4736,96.53508771929825
"<http://dbpedia.org/property/sourceLengthUnit>",1.0,7.666666666666667
"<http://dbpedia.org/property/typeOfResearch>",1.0,1.0
"<http://dbpedia.org/property/otherNamess>",1.2,1.0
"<http://dbpedia.org/property/r1t1n>",1.8571428571428572,1.1818181818181819
"<http://dbpedia.org/property/repeals>",1.263157894736842,1.1538461538461537
"<http://dbpedia.org/property/railwaystations>",1.875,1.0
"<http://dbpedia.org/property/1st>",7.5,1.0714285714285714
"<http://dbpedia.org/property/profess>",1.0158730158730158,1.0847457627118644
"<http://dbpedia.org/property/lon1Min>",1.027027027027027,1.7272727272727273
"<http://dbpedia.org/resource/campus>",0.0,0.0
"<http://dbpedia.org/property/domeQuantity>",1.003683241252302,11.122448979591837
"<http://dbpedia.org/property/telescope4Name>",1.0153846153846153,1.064516129032258
"<http://dbpedia.org/property/promajors>",1.0,64.0
"<http://dbpedia.org/property/stage3name>",1.0,1.0666666666666667
"<http://dbpedia.org/property/pagename>",1.0,1.0091743119266054
"<http://dbpedia.org/ontology/State_school>",0.0,0.0
"<http://dbpedia.org/property/countyColours>",1.0625,1.2142857142857142
"<http://dbpedia.org/property/team2Q>",6.5,1.5853658536585367
"<http://dbpedia.org/resource/birthName>",0.0,0.0
"<http://dbpedia.org/property/annualBudget>",1.0,1.021505376344086
"<http://dbpedia.org/property/interchange>",4.141176470588236,1.4626038781163435
"<http://dbpedia.org/property/regional2Name>",1.0,2.2
"<http://dbpedia.org/property/degree>",1.1428571428571428,1.0
"<http://dbpedia.org/property/aflstatseason>",1.0,6.571428571428571
"<http://dbpedia.org/property/dmv>",1.6,1.3333333333333333
"<http://www.route.org/move#method>",0.0,0.0
"<http://dbpedia.org/property/junow>",1.0,2.3333333333333335
"<http://dbpedia.org/property/lengthNotes>",1.4185110663983904,1.3583815028901733
"<http://dbpedia.org/property/ageGyr>",1.0195227765726682,2.06140350877193
"<http://dbpedia.org/property/relatedCompany>",0.0,0.0
"<http://dbpedia.org/property/heightLabel>",1.0,1.0
"<http://www.w3.org/2000/01/rdf-schema#person>",0.0,0.0
"<http://dbpedia.org/property/telescope8Name>",1.1818181818181819,1.0
"<http://dbpedia.org/property/ukOpen>",1.0,1.460122699386503
"<http://dbpedia.org/property/'''coPresident'''KrishnaPrasadPokharelPeopleWhomMadeCorrespondant>",1.0,1.0
"<http://dbpedia.org/property/pushpinMapNarrow>",1.0,114.0
"<http://dbpedia.org/property/flagimage>",0.0,0.0
"<http://github.com/cunger/lemon.dbpedia/target/dbpedia_all#shootRight>",0.0,0.0
"<http://dbpedia.org/property/subtopic>",1.0,1.0
"<http://dbpedia.org/property/areaUrbanSqMi.>",0.0,0.0
"<http://dbpedia.org/property/ball>",1.0,1.1363636363636365
"<http://dbpedia.org/ontology/ObjectProperty>",0.0,0.0
"<http://dbpedia.org/property/spinOffTo>",0.0,0.0
"<http://dbpedia.org/property/reports>",2.2222222222222223,1.2903225806451613
"<http://dbpedia.org/ontology/authorOf>",0.0,0.0
"<http://dbpedia.org/property/monasticTonsure>",1.0,1.0
"<http://dbpedia.org/property/nextseasonLink>",1.0,9.43840579710145
"<http://dbpedia.org/property/rcfNat>",1.1267605633802817,1.7391304347826086
"<http://dbpedia.org/property/poleDriverCountryR>",1.625,1.8571428571428572
"<http://dbpedia.org/property/fuelConsumption>",1.1866666666666668,1.2714285714285714
"<http://dbpedia.org/property/janPrecipitationCm>",1.0,1.6363636363636365
"<http://dbpedia.org/property/formationDate>",1.0,1.0
"<http://dbpedia.org/property/yearPrecipitationCm>",1.0222222222222221,1.3529411764705883
"<http://dbpedia.org/property/associatedact>",1.303030303030303,1.048780487804878
"<http://dbpedia.org/property/matchesPlayed>",1.0,1.2857142857142858
"<http://dbpedia.org/property/dfen>",1.1,1.1
"<http://dbpedia.org/property/p1destname>",0.0,0.0
"<http://dbpedia.org/property/kshCode>",1.0,1.0
"<http://dbpedia.org/property/umplistalastyr>",1.0,2.3181818181818183
"<http://dbpedia.org/property/ceilingMain>",1.0134899912967799,2.6770114942528735
"<http://dbpedia.org/property/mens>",1.037037037037037,6.0
"<http://dbpedia.org/property/lifespan>",1.8328358208955224,2.7410714285714284
"<http://dbpedia.org/property/4name>",9.441176470588236,1.2425806451612904
"<http://dbpedia.org/property/recordYear>",1.3964497041420119,4.916666666666667
"<http://dbpedia.org/property/keyPerson>",1.25,1.0
"<http://dbpedia.org/property/bestwin>",1.0769230769230769,1.2989690721649485
"<http://dbpedia.org/property/pushpinImage>",1.0,23.0625
"<http://www.w3.org/2000/01/rdf-schema#label>/^<http://www.w3.org/2000/01/rdf-schema#label>",1.4734,1.4644
"<http://dbpedia.org/property/affiliate>",1.375,1.1379310344827587
"<http://dbpedia.org/property/p1linename>",1.0,14.526315789473685
"<http://dbpedia.org/resource/Job>",0.0,0.0
"<http://dbpedia.org/property/ceilingAlt>",1.013870246085011,1.9219677692960135
"<http://dbpedia.org/property/companyContact>",0.0,0.0
"<http://dbpedia.org/property/banquets>",1.7692307692307692,1.3529411764705883
"^<http://dbpedia.org/ontology/deathPlace>",19.9747,1.4053
"<http://dbpedia.org/property/today>",1.6717557251908397,2.311345646437995
"<http://dbpedia.org/property/arname>",1.0,1.0202312138728324
"<http://dbpedia.org/property/graysubject>",1.0,1.1
"<http://dbpedia.org/property/finalsRunnerUp>",1.0007052186177716,1.5961754780652417
"<http://dbpedia.org/property/pastmajorleague>",3.630794701986755,13.371951219512194
"<http://dbpedia.org/property/eic>",0.0,0.0
"<http://dbpedia.org/property/filmingLocations>",1.6666666666666667,1.0
"<http://dbpedia.org/property/president(2013)>",0.0,0.0
